epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,learning_rate
1,1.5876594285787262,0.343555900621118,0.32324745247766,1.4213785373600896,0.4238178633975482,0.3591963294013163,0.0002
2,1.340176868882979,0.4671972049689441,0.45134156276732823,1.2586108583911289,0.5359019264448336,0.5307751937184632,0.0002
3,1.198260676046336,0.5388198757763976,0.5303249692537593,1.162583590075765,0.5437828371278459,0.5253585324822416,0.0002
4,1.0838696719696803,0.5852096273291926,0.5811082379371363,1.1191140085510949,0.5866900175131349,0.5837928209645333,0.0002
5,1.01899978981255,0.609083850931677,0.6064144756221964,1.0192958250145987,0.6120840630472855,0.6124906151765952,0.0002
6,0.9680865714268655,0.6294642857142857,0.627515459228665,1.0463667470185436,0.5858143607705779,0.567701116005038,0.0002
7,0.9259024140257273,0.6504270186335404,0.6489671620407512,0.9736157278880972,0.6330998248686515,0.6296571735743952,0.0002
8,0.8827562306238257,0.6677018633540373,0.6669672309313008,0.92376858810201,0.6523642732049036,0.6497977329843642,0.0002
9,0.8545616354261126,0.6836180124223602,0.6841689249073998,0.9083246127840934,0.6558669001751314,0.6558913564441605,0.0002
10,0.8477967984928108,0.6762422360248447,0.6761072643163798,0.9069038608654577,0.659369527145359,0.6588392917810194,0.0002
11,0.8231760770637796,0.6915760869565217,0.6914521058268215,0.9621419871124829,0.6462346760070052,0.649935471369275,0.0002
12,0.7873109064487197,0.7084627329192547,0.7088490423877848,0.9175412459674107,0.6567425569176882,0.660544869919042,0.0002
13,0.7771041445110155,0.7092391304347826,0.7097914169242346,0.8953822362130661,0.6628721541155866,0.6616837182516471,0.0002
14,0.7525053712892236,0.7160326086956522,0.7165601047402964,0.9628059061312634,0.6366024518388792,0.6259359837628002,0.0002
15,0.7342799006041533,0.7232142857142857,0.7238946984869151,0.8602394573325243,0.6725043782837128,0.6726919234619769,0.0002
16,0.7390680146513519,0.7199145962732919,0.7205948943805365,0.8742709786169583,0.6681260945709282,0.6695096831568733,0.0002
17,0.7127901386029972,0.7311723602484472,0.73201280175463,0.8627033041571569,0.6654991243432574,0.663589511540371,0.0002
18,0.6949566954411335,0.7395186335403726,0.7404101147940515,0.8729963188831109,0.6611208406304728,0.6632478264509332,0.0002
19,0.6907711795398167,0.7366071428571429,0.7378865288818314,0.8741609131600936,0.6760070052539404,0.6788259955942629,0.0002
20,0.6803620320669612,0.7428183229813664,0.7434799268927209,0.8702880538699923,0.6777583187390543,0.6777439760271019,0.0002
21,0.6775767221954299,0.7474767080745341,0.7486781302751652,0.9296717202183244,0.6444833625218914,0.633525430488813,0.0002
22,0.6778577921553428,0.7424301242236024,0.7434411160119382,0.8516354089025441,0.6733800350262698,0.6746402024197738,0.0002
23,0.6461028145707172,0.7587344720496895,0.7599906189017042,0.875401171358162,0.6777583187390543,0.671807052230721,0.0002
24,0.6459982150830097,0.7567934782608695,0.7579730573674851,0.8371909472654245,0.681260945709282,0.6780600257149828,0.0002
25,0.6396542650572261,0.7583462732919255,0.7597886506624841,0.8642933927150198,0.6777583187390543,0.6740539931322447,0.0002
26,0.6148370906062748,0.7730978260869565,0.7743181928856643,0.9038168165813185,0.680385288966725,0.6816622439785976,0.0002
27,0.6242724819953397,0.7635869565217391,0.7643469323811894,0.8829009971351424,0.6681260945709282,0.6613949560899263,0.0002
28,0.6122232701467432,0.7717391304347826,0.7730377464184229,0.8242507491345581,0.691768826619965,0.692546644998575,0.0002
29,0.5977508992141818,0.7727096273291926,0.7739924704342878,0.8809949018700528,0.660245183887916,0.6578032413884131,0.0002
30,0.5898171352303546,0.7795031055900621,0.7810214367186298,0.8457854944436228,0.6926444833625219,0.692078715994187,0.0002
31,0.5882370103590236,0.7769798136645962,0.778283003852878,0.9263999765892162,0.6663747810858144,0.6642209617249252,0.0002
32,0.5913069261156995,0.7789208074534162,0.7800637064285921,0.8554529863982192,0.6821366024518388,0.6754170249517363,0.0002
33,0.5738184374311696,0.7824145962732919,0.783449969004019,0.8478337825910431,0.6865148861646234,0.6792805820562468,0.0002
34,0.5558760388297324,0.7940605590062112,0.7953156394653536,0.7946327539020578,0.7084063047285464,0.7123639793338352,0.0002
35,0.5473470532375834,0.7942546583850931,0.795550656122423,0.8235009162313257,0.712784588441331,0.7174051902060258,0.0002
36,0.5564025077760589,0.7928959627329193,0.7937432675996755,0.8315000651492338,0.6856392294220666,0.6800797143948255,0.0002
37,0.5437571258278366,0.796001552795031,0.7974163632179277,0.8594326820557255,0.6830122591943958,0.6847161846688793,0.0002
38,0.5251816111321775,0.8084239130434783,0.8097219799743863,0.870997079408315,0.6830122591943958,0.6800134963115126,0.0002
39,0.5546896446565663,0.7857142857142857,0.7869536811901224,0.8870921457502763,0.6576182136602452,0.6516098589950768,0.0002
40,0.5364522524872182,0.7989130434782609,0.8000936053331745,0.8910550112899673,0.680385288966725,0.6725848445381831,0.0002
41,0.5645787702954334,0.7843555900621118,0.7850725318235545,0.905551911235482,0.6795096322241682,0.6710827015395237,0.0002
42,0.5424043791634696,0.7954192546583851,0.7968247354459649,0.8425877961198002,0.6900175131348512,0.6836132292944725,0.0002
43,0.4881997041820739,0.8163819875776398,0.8176068795671858,0.8022916994453938,0.7206654991243433,0.72315720442136,0.0001
44,0.46862045208119457,0.8220108695652174,0.8233452833477176,0.842638798749593,0.7049036777583187,0.7091799281134169,0.0001
45,0.48342653164952437,0.8243400621118012,0.8254675937893285,0.816371956556357,0.7014010507880911,0.7078528602341252,0.0001
46,0.46400775191206367,0.8313276397515528,0.8324991027461975,0.8420588233216214,0.7031523642732049,0.7041876189470013,0.0001
47,0.46643742123005555,0.8270574534161491,0.8282929590839302,0.8355994130600564,0.6935201401050788,0.6932176686923072,0.0001
