epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,learning_rate
1,1.6136785146713624,0.3248224227298906,0.306565626380424,1.4133976351830266,0.48476702508960573,0.4345258954907069,0.0002
2,1.3741185087277945,0.45536571318871183,0.43898491442376947,1.309911038713216,0.4874551971326165,0.46009740916434155,0.0002
3,1.2188684469817306,0.5325398349011327,0.5228323932452084,1.0902105915930964,0.5905017921146953,0.5697556245157722,0.0002
4,1.1055579251624226,0.572278748320215,0.567085363366221,1.1004879406276142,0.5698924731182796,0.5378846160531872,0.0002
5,1.0467986272721996,0.6012670378191591,0.5982151412251113,1.0131354287106504,0.6344086021505376,0.6442532332280039,0.0002
6,1.0034801529519821,0.6118256863121521,0.6093774579363954,0.9708879280261241,0.6451612903225806,0.6453319572674947,0.0002
7,0.9420592246620411,0.6431176809368401,0.6417132626893132,0.9436000354828373,0.6433691756272402,0.6410374143961798,0.0002
8,0.9046095482422903,0.6555960837012862,0.6543405709474388,0.8985229525514828,0.6774193548387096,0.6834875008102158,0.0002
9,0.8897084736805727,0.6680744864657324,0.6677693558783498,0.87498087844541,0.6881720430107527,0.6912987801266017,0.0002
10,0.8765305062703378,0.6715300441543482,0.6713799767180219,0.8427480991168689,0.6890681003584229,0.6850755742489026,0.0002
11,0.8382385552879212,0.686120176617393,0.686384970593774,0.832592098730012,0.6998207885304659,0.6957360900749255,0.0002
12,0.8082093475624292,0.7016701862161643,0.7019298320231201,0.9088795774726457,0.671146953405018,0.6788157527753492,0.0002
13,0.8132546976034187,0.6984066039546938,0.698681575979356,0.8065157235736915,0.7025089605734767,0.6988322583357015,0.0002
14,0.7957720502046735,0.7012862353618737,0.7013168377295717,0.8048363088706916,0.7025089605734767,0.708168477128985,0.0002
15,0.7735521747251691,0.7108850067191399,0.711611215654757,0.7954480955677647,0.7016129032258065,0.7003741196607568,0.0002
16,0.7642688798707605,0.7147245152620465,0.715571886177647,0.7645360041262855,0.7123655913978495,0.7118908786651553,0.0002
17,0.7327153817274036,0.7206757535035515,0.7213172782363867,0.7877844495158042,0.7114695340501792,0.7126669258013024,0.0002
18,0.7337248486345664,0.7304665002879631,0.7316190284807728,0.770876223254802,0.7060931899641577,0.7074116433997989,0.0002
19,0.7191610185489885,0.726243040890766,0.726884335082855,0.7421296967400445,0.7168458781362007,0.7168580012131486,0.0002
20,0.7240168545977995,0.7247072374736033,0.7256203155711969,0.7958023253307548,0.6935483870967742,0.6853401091487173,0.0002
21,0.6992931382901885,0.7333461316951431,0.7342289396569092,0.7755654808868216,0.7231182795698925,0.7234647477686674,0.0002
22,0.7128443895202837,0.7289306968708006,0.7296156309649038,0.7339360190548777,0.7222222222222222,0.7252497187960177,0.0002
23,0.6813898532581457,0.7465924361681705,0.7476168438123264,0.7598050238838333,0.7114695340501792,0.7106985005130548,0.0002
24,0.6643604159492476,0.7494720675753503,0.7509255915994529,0.7205023829654981,0.7231182795698925,0.7209360744946016,0.0002
25,0.6616486916388264,0.7511998464196583,0.7521536259171097,0.8015756660464844,0.6953405017921147,0.6950191467234155,0.0002
26,0.6628239764822127,0.7454405836052985,0.746761908965104,0.7332752641811165,0.7240143369175627,0.7217213406790998,0.0002
27,0.6499602212904053,0.7536955269725475,0.7552469711918389,0.7636264575425015,0.7159498207885304,0.7119333544547669,0.0002
28,0.6470389288340038,0.751007870992513,0.7523386934145858,0.7365750493114567,0.7195340501792115,0.7165333998190935,0.0002
29,0.636910487552091,0.7583029372240353,0.7591858144518934,0.7226116875166534,0.7267025089605734,0.7270851905037047,0.0002
30,0.6401940252232126,0.7607986177769246,0.7620666210631617,0.7232801704851103,0.728494623655914,0.7300578591737864,0.0002
31,0.6089008848940395,0.7742368976770974,0.7751667899759229,0.7275959526766158,0.7231182795698925,0.7217715811314417,0.0002
32,0.6211919641856338,0.7621424457669418,0.7630692623223689,0.740659944686411,0.7275985663082437,0.7267212917078508,0.0002
33,0.5999770646109922,0.7769245536571319,0.7780222870222278,0.7063570392174533,0.732078853046595,0.7378398104272365,0.0002
34,0.6110994308517542,0.7703973891341909,0.7716254314201928,0.7417364688757072,0.7159498207885304,0.715566233735748,0.0002
35,0.5802117734546738,0.7847955461700902,0.785959043149233,0.7894819380989212,0.706989247311828,0.696646571321382,0.0002
36,0.5892514143733425,0.774044922249952,0.775181692690944,0.687478681619022,0.7347670250896058,0.7369690782181223,0.0002
37,0.5721454576307213,0.7836436936072183,0.7848090233621324,0.7418097473387223,0.728494623655914,0.7289095517693585,0.0002
38,0.5713428025409067,0.7870992512958341,0.788572723294149,0.6868418796942652,0.7446236559139785,0.7457325576208622,0.0002
39,0.5790565286792155,0.7878671530044155,0.7887859662982626,0.709666033799503,0.735663082437276,0.7399030498950591,0.0002
40,0.5783985760738763,0.7803801113457477,0.7817013411526196,0.7540920987778668,0.728494623655914,0.7252427279172903,0.0002
41,0.5670506362780932,0.7855634478786715,0.7865003961016979,0.6854113084013744,0.7383512544802867,0.7396648794177709,0.0002
42,0.5558351504182514,0.7924745632559033,0.7940006079920541,0.693610601100443,0.7302867383512545,0.7292106100992576,0.0002
43,0.5584238986864637,0.7870992512958341,0.7884278063105176,0.7658801612888185,0.724910394265233,0.7207882944898271,0.0002
44,0.5454479064323962,0.7943943175273565,0.7954541881150933,0.7502335369800581,0.7275985663082437,0.7355621466984283,0.0002
45,0.5407635920975529,0.7990017277788443,0.8004311419359343,0.7195037992197125,0.7267025089605734,0.7319339942296853,0.0002
46,0.4873134984201606,0.8206949510462661,0.8219586030700291,0.6823368256237344,0.739247311827957,0.7416935917497126,0.0001
47,0.4840114694521372,0.8187751967748128,0.8201738344996876,0.731028000940986,0.7302867383512545,0.7273498686296213,0.0001
48,0.47639086130519454,0.8185832213476675,0.8199413675815057,0.6986659472561224,0.7491039426523297,0.7498235581560788,0.0001
49,0.48472718819246385,0.8222307544634286,0.8232580201126627,0.6811106595941769,0.7401433691756273,0.7407161691327571,0.0001
50,0.4677552211408218,0.8285659435592244,0.8297770828203105,0.6771480904685127,0.7383512544802867,0.7394760959270879,0.0001
