epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1,learning_rate
1,1.306057462628181,0.35203038270522935,0.350574019717472,1.2332518149680756,0.43792766373411535,0.44160813845529046,0.0002
2,1.1817033975541573,0.45544843704352905,0.45138569465498757,1.1281894316071988,0.4897360703812317,0.4864872272748776,0.0002
3,1.0897265166140007,0.5314052001168565,0.5333307971251235,1.1471781621114483,0.47702834799608995,0.45381079093200494,0.0002
4,1.0344877340554703,0.5597429155711364,0.5610879758123591,0.9740398244773887,0.6041055718475073,0.6178384110716322,0.0002
5,0.9754908082779826,0.60765410458662,0.6115545050708805,0.9393700640921718,0.6334310850439883,0.6449113568418021,0.0002
6,0.955185399813294,0.6126205083260298,0.6168019435021139,0.9278632765990897,0.6324535679374389,0.6421617393595651,0.0002
7,0.920948943268511,0.6371603856266433,0.641026631055778,0.9153774948763358,0.6334310850439883,0.6442782603394756,0.0002
8,0.9027971263660383,0.6462167689161554,0.6502411644081048,0.8935448866435859,0.6383186705767351,0.6546922121160763,0.0002
9,0.8829259954799938,0.6596552731522056,0.6643772622746269,0.8725879444055193,0.6578690127077224,0.6715067021989043,0.0002
10,0.8499940131060951,0.6888694127957932,0.6928284098909502,0.856324239327178,0.7028347996089932,0.7085472031364844,0.0002
11,0.8611479620295521,0.6786444639205376,0.6834829238796788,0.8344851928022949,0.6999022482893451,0.7085365335167431,0.0002
12,0.8320813904963423,0.6859479988314344,0.689893335684253,0.890201698824807,0.6490713587487781,0.6558681076703838,0.0002
13,0.830466270899515,0.69617294770669,0.700042404100118,0.8821904574787628,0.6627565982404692,0.6612972660864678,0.0002
14,0.8219314436796914,0.6841951504528192,0.6884475050367231,0.9392074821981167,0.6256109481915934,0.629703893309632,0.0002
15,0.7872184616691217,0.7163307040607654,0.7203764202915176,0.9521245680246885,0.635386119257087,0.6399284495342445,0.0002
16,0.7924352521580142,0.7139935728892784,0.717193081323421,0.9097430449660107,0.6441837732160313,0.6567109719291883,0.0002
17,0.7713051369202056,0.7236342389716622,0.7271814058470694,0.8914008585705202,0.6529814271749755,0.66665387493299,0.0002
18,0.7516510647498756,0.7364884604148407,0.7402307251571958,0.863212393584023,0.6911045943304008,0.7012640491827746,0.0001
19,0.7432349922362386,0.7452527023079171,0.7489098661846536,0.8779787982314213,0.6715542521994134,0.6859839925096967,0.0001
20,0.7382652402237567,0.7449605609114811,0.7486551386901397,0.8447994709247951,0.6950146627565983,0.7063252735491241,0.0001
21,0.7324397985328542,0.7496348232544552,0.7528696959306216,0.8931640270052301,0.6744868035190615,0.6844850488469488,0.0001
22,0.7245880993283913,0.7519719544259421,0.7556265707819703,0.8671853324418427,0.6891495601173021,0.7025959040864942,0.0001
23,0.7116279487821605,0.7613204791118902,0.7643395500725116,0.8486069182147029,0.7047898338220919,0.7124602135256188,0.0001
24,0.7192126697105098,0.7481741162722758,0.7519659145926346,0.825658571102519,0.7145650048875856,0.7220880314412367,0.0001
25,0.7293358433326712,0.7487583990651475,0.7521710901603889,0.9138253845660451,0.6608015640273704,0.6644006411374246,0.0001
26,0.708406552563555,0.7598597721297108,0.7631150652622826,0.9769497491630524,0.6412512218963832,0.6587411609260663,0.0001
27,0.7121879984299551,0.7560619339760444,0.7599206008049866,0.9097318209394565,0.6744868035190615,0.6888898808223466,0.0001
28,0.6959031349972539,0.7671633070406076,0.7706209519703426,0.9280483789691012,0.6686217008797654,0.6788852360761147,0.0001
29,0.6896227125601918,0.7706690037978382,0.7741119617558888,0.996582320242217,0.6344086021505376,0.6407391990747255,0.0001
30,0.692461770422933,0.768624014022787,0.7717410413331496,0.8821009897416637,0.6881720430107527,0.699563387173762,0.0001
31,0.6794342001627455,0.7814782354659655,0.7845924825233535,0.9242740477984253,0.6813294232649071,0.6911419203652858,0.0001
32,0.6670761022900685,0.7724218521764534,0.7756320248485918,0.8510422676889078,0.70772238514174,0.7171358057839144,5e-05
33,0.6696852168561839,0.780601811276658,0.7834689204323588,0.8977365427935461,0.6832844574780058,0.694936601190177,5e-05
34,0.667635738727749,0.7835232252410167,0.7864978872090493,0.9342227991841522,0.6715542521994134,0.6864107707335116,5e-05
35,0.6564721992375939,0.7899503359626059,0.7929158789391743,0.872960779324305,0.6930596285434996,0.7045736904235437,5e-05
36,0.6505574056916232,0.7908267601519136,0.7937795880276728,0.8965714764967925,0.6823069403714564,0.6914187395163839,5e-05
37,0.6554784622242532,0.7911189015483494,0.7942519195636196,0.9246517074306223,0.6725317693059628,0.6872928885119287,5e-05
38,0.6569100227789192,0.7861524978089395,0.7891015333908347,0.8689886977712197,0.7028347996089932,0.715451593408087,5e-05
39,0.6456539386411595,0.7919953257376571,0.794911915113983,0.8975710445252099,0.6901270772238515,0.7017760027262838,2.5e-05
